,DISTRICT,ESTABLISHMENT ADDRESS,ESTABLISHMENT NAME,INSPECTION DATE,LINK,SECTOR,TOTAL SCORE
544,C,"555 ALAMO ST S San Antonio, TX 782053203",MARRIOTT PLAZA SAN ANTONIO,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414674&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,92
545,C,"423 ALAMO ST S San Antonio, TX 782053201",MARRIOTT PLAZA SAN ANTONIO,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414675&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,97
546,B,"9603 IH 35 N San Antonio, TX 782336608",MIDTOWNE INN & SUITES,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414630&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,16,95
547,C,"849 COMMERCE ST E San Antonio, TX 782053910",POTBELLY SANDWICH,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414709&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,99
548,D,"2101 QUINTANA RD San Antonio, TX 782112348",SAN FOOD MART # 2 ATTN: NICK,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414655&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,29,99
549,C,"1801 MARTIN L KING San Antonio, TX 782032047",ST PHILLIPS CAFE,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414663&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,20,93
550,C,"1801 MARTIN L KING San Antonio, TX 782032047",ST PHILLIPS CULINARY ARTS SCHOOL,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414664&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,20,96
551,D,"4222 LOOP 410 SW San Antonio, TX 782274445",ST VINCENT DE PAUL SENIOR CENTER,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414659&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,100
552,D,"4222 LOOP 410 SW San Antonio, TX 782274445",ST. VINCENT DE PAUL SENIOR CENTER,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414661&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,100
553,A,"8099 CULEBRA RD San Antonio, TX 782511632",TACO JALISCO,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414633&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,94
554,A,"15409 WHITE FAWN DR San Antonio, TX 782551032",TAQUERIA AGUAS CALIENTES,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414683&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,3,80
555,B,"3021 MACARTHUR VIEW San Antonio, TX 78217",THE LAST SLICE PIZZA,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414715&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,16,96
556,A,"5895 BABCOCK RD San Antonio, TX 782402180",TINK-A-TACO,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414723&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,91
557,D,"1419 CULEBRA RD San Antonio, TX 782015910",VALERO CORNER STORE # 531,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414671&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,34,97
558,B,"2502 AUSTIN HWY San Antonio, TX 782182046",VALERO CORNER STORE #2015 #,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414676&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,93
559,D,"7902 WESTSHIRE DR San Antonio, TX 782272644",VIRGINIA GILL SENIOR CENTER,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414701&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,100
560,D,"7902 WESTSHIRE DR San Antonio, TX 782272644",Virginia Gill Senior Nutrition Program,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414702&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,100
561,B,"3130 BROADWAY San Antonio, TX 782096719",WHATABURGER #734,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414666&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,96
562,C,"1415 PRESA ST S San Antonio, TX 78210",WHITE ELEPHANT COFFEE COMPANY,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414670&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,98
563,B,"8800 BROADWAY San Antonio, TX 782176346",ZITOS SANDWICH SHOP,2019-01-23,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414698&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,16,92
564,B,"3615 BROADWAY San Antonio, TX 782093129",09 MIDTOWN BISTRO,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414818&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,97
565,B,"97 LOOP 410 NE San Antonio, TX 782165823",APPLEBEES BAR AND GRILL,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414869&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,100
566,A,"5757 FARINON DR San Antonio, TX 782493410",ARAMARK @ ENOVATION,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414812&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,100
567,C,"909 BROADWAY San Antonio, TX 782151520",AUGIES BARBED WIRE SMOKEHOUSE,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414888&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,19,88
568,D,"6855 LOOP 410 NW SAN ANTONIO, TX 78238",BEST WESTERN INGRAM PARK,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414779&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,33,84
569,D,"10626 WESTOVER HILLS San Antonio, TX 782510",BILL MILLERS RESTAURANT #69,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414808&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,30,98
570,C,"237 W W WHITE RD N San Antonio, TX 782190",BLUE BONNET GRILL & OIL,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414809&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,21,97
571,C,"320 FLORES ST N San Antonio, TX 782051408",CARMENS DE LA CALLE CAFE,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414898&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,96
572,B,"9710 AIRPORT BV San Antonio, TX 782160",CHARLEYS GRILLED SUBS,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414828&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,96
573,C,"650 PORTER ST San Antonio, TX 782102349",CHRIS AND KIDS,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414877&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,20,88
574,D,"2856 CULEBRA RD San Antonio, TX 782286220",CHURCHS CHICKEN # 94,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414861&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,34,96
575,A,"5063 LOOP 410 NW San Antonio, TX 782295313",CINEMARK MOVIES 16 #,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414876&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,100
576,C,"600 HEMISFAIR PLAZA WAY San Antonio, TX 78205",CON SAFOS,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414872&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,97
577,C,"611 SOUTHCROSS W San Antonio, TX 782211039",CORNER STORE #3938,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414799&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,93
578,C,"622 FLORES ST S San Antonio, TX 78204",COSA PARKS & RECREATION-COMMANDERS HOUSE ADULT & SENIOR CTR,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414891&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,100
579,C,"312 PEARL PY San Antonio, TX 782150",CULINARY INSTITUTE OF AMERICA,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414814&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,19,100
580,C,"827 RAYBURN DR San Antonio, TX 782211440",CUP STUFF AND CATERING,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414844&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,100
581,B,"120 EAST SONTERRA San Antonio, TX 782580",CVS PHARMACY #3894 #,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414871&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,10,100
582,D,"938 BANDERA RD San Antonio, TX 78228",DOLLAR GENERAL # 19307,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414820&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,34,99
583,D,"8260 MARBACH RD San Antonio, TX 782271618",DOLLAR TREE #1875 #,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414768&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,30,97
584,C,"2535 MILITARY DR SW San Antonio, TX 782240",Edible Arrangements,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414847&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,100
585,B,"18866 STONE OAK PY San Antonio, TX 782580",EDIBLE ARRANGEMENTS,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414860&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,10,95
586,D,"1819 MC CULLOUGH AV San Antonio, TX 782124025",EL MARINERO,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414838&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,80
587,D,"6053 COMMERCE ST W San Antonio, TX 782371238",El TIO,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414834&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,31,95
588,B,"18866 STONE OAK PY San Antonio, TX 782580",ESKIMO HUT,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414857&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,10,95
589,C,"1031 ST MARYS S San Antonio, TX 782040",FAMILY DOLLAR STORE #2489 #,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414770&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,94
590,C,"700 PORTER ST San Antonio, TX 782102460",FRUTERIA LA REYNA,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414851&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,20,86
591,B,"9710 AIRPORT BV San Antonio, TX 782160",GREEN BEANS COFFEE CO.,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414829&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,94
592,D,"533 GEN MCMULLEN N San Antonio, TX 782280",GUERRERO'S BAKERY,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414792&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,34,94
593,C,"118 SOLEDAD ST San Antonio, TX 78205",HAMPTON INN & SUITES/HOME 2 SUITES RIVERWALK,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414825&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,100
594,A,"3711 WEST AV San Antonio, TX 782133641",JOE'S ICE HOUSE,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414867&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,8,94
595,B,"18866 STONE OAK PY San Antonio, TX 782580",JUGO JUICERY,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414852&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,10,98
596,D,"8270 MARBACH RD San Antonio, TX 782271601",KFC E003020,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414780&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,30,99
597,D,"1227 EL PASO ST San Antonio, TX 782074919",LA POPULAR BAKERY EL PASO,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414866&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,92
598,B,"6206 MONTGOMERY San Antonio, TX 782393237",LINH'S KITCHEN,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414846&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,91
599,A,"3309 WEST AV San Antonio, TX 782134538",LOS COCOS BAKERY,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414749&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,8,92
600,B,"18866 STONE OAK PY San Antonio, TX 782580",LUCIANO'S PIZZERIA STONE OAK,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414863&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,10,100
601,B,"603 CORINNE San Antonio, TX 782183303",NORTHEAST REHAB,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414789&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,99
602,A,"1203 BABCOCK RD San Antonio, TX 782016603",PIT STOP FOOD MART #23,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414778&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,8,89
603,D,"5820 LOOP 410 NW San Antonio, TX 782380",PLACE FOR LIFE CHURCH,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414771&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,31,100
604,A,"6127 CALLAGHAN RD San Antonio, TX 782281117",POPEYES CHICKEN & BISCUITS,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414893&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,94
605,A,"7922 CULEBRA RD San Antonio, TX 782510",R & S DAIRY QUEEN #20 #,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414859&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,100
606,C,"2525 MILITARY DR SW San Antonio, TX 782240",RAISING CANE'S # 364,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414864&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,100
607,C,"346 MITCHELL ST E San Antonio, TX 782103847",RAY RAYS TEX MEX,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414795&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,23,90
608,B,"1014 LOOP 410 NE San Antonio, TX 782090",RESIDENCE INN BY MARRIOTT,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414753&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,16,97
609,C,"4722 HACKBERRY ST S San Antonio, TX 782231146",REYNA'S TAQUERIA,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414764&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,24,88
610,A,"7103 WURZBACH RD San Antonio, TX 782403845",RITE STOP FOOD MART,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414840&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,85
611,D,"2123 COMMERCE ST W San Antonio, TX 782070",SACRED HEART CATHOLIC CHURCH SENIOR CENTER,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414839&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,98
612,D,"2123 COMMERCE ST W San Antonio, TX 782070",SACRED HEART CHURCH-NUTR,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414835&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,100
613,D,"750 CINCINNATI AV San Antonio, TX 782016152",SAM CORNER FOOD MART,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414880&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,34,100
614,C,"819 SAN SABA ST S San Antonio, TX 782040",SANCHEZ ICE HOUSE #,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414841&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,100
615,C,"200 GRAYSON ST E San Antonio, TX 78215",SAVOR CIA RESTAURANT,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414819&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,19,100
616,B,"9710 AIRPORT BV San Antonio, TX 782160",SBARRO,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414827&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,94
617,B,"3100 BROADWAY San Antonio, TX 78209",STARBUCKS #49313,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414766&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,96
618,C,"1414 ALAMO ST S San Antonio, TX 782040",STELLA PUBLIC HOUSE,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414882&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,86
619,B,"1201 N FM 1604 W San Antonio, TX 782580",STONE WERKS BIG ROCK GRILL,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414858&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,12,96
620,A,"7251 ECKHERT RD San Antonio, TX 78238",STRIPES # 40541H,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414748&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,100
621,C,"4038 HOUSTON ST E San Antonio, TX 782200",STRIPES # 41022H,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414773&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,21,93
622,B,"1205 N FM 1604 W San Antonio, TX 782580",SUSHISHIMA JAPANESE RESTAURANT,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414886&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,12,95
623,B,"20835 US 281 N San Antonio, TX 782580",T JIN CHINA DINNER,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414831&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,10,86
624,A,"6614 W 1604 N San Antonio, TX 78250",TACO PALENQUE,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414752&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,96
625,D,"829 GEN MCMULLEN S San Antonio, TX 782370",TAQUERIA VALLARTA,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414786&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,92
626,C,"4403 HOUSTON ST E San Antonio, TX 782191608",TERANS CAFE,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414750&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,21,94
627,A,"7627 CULEBRA RD San Antonio, TX 782510",THE 210,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414843&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,94
628,B,"3210 BROADWAY San Antonio, TX 782096721",TOMATILLOS #,2019-01-24,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1414868&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,97
